Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations
2339@customer-leads.com,created account ,Yes,No,Ceo,5207,Yes,No,No,India,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3"
2340@customer-leads.com,contact us,Yes,Yes,Swe,8459,No,Yes,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","bigquery,s3"
2341@customer-leads.com,request quote,No,Yes,Ceo,3321,Yes,No,No,China,Blog - Generic,This Quarter,"mysql,ms_sql",ms_sql
2342@customer-leads.com,request quote,Yes,Yes,Cto,150,Yes,No,Yes,China,Direct - Home,Immediately,google_analytics ,"bigquery,s3"
2343@customer-leads.com,request quote,Yes,No,Ceo,9765,No,Yes,Yes,Germany,Direct - Home,This Quarter,"mysql,ms_sql",redshift
2344@customer-leads.com,created account ,No,Yes,Tech lead,6075,No,Yes,Yes,India,Blog - Generic,This Quarter,"python,chartio,superset",redshift
2345@customer-leads.com,request demo ,No,No,Business analyst ,1353,Yes,Yes,No,India,Blog - Redshift - Generic,In A Month,"python,chartio,superset","bigquery,s3"
2346@customer-leads.com,created account ,No,No,Ceo,5170,No,Yes,No,China,Ads - ETL Tools,Immediately,"aurora,s3","snowflake,rds,ms_sql"
2347@customer-leads.com,request quote,Yes,Yes,Tech lead,5369,No,No,No,Denmark,Blog - Redshift - X to Y,This Quarter,"aurora,s3","bigquery,s3"
2348@customer-leads.com,request quote,Yes,Yes,Product manager,2766,No,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"aurora,s3","snowflake,rds,ms_sql"
2349@customer-leads.com,request demo ,Yes,No,Cto,9578,Yes,No,No,Denmark,Direct - Home,Early Exploration,"aurora,s3","postgres,s3,ms_sql"
2350@customer-leads.com,contact us,Yes,No,Tech lead,2870,No,Yes,No,Denmark,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",redshift
2351@customer-leads.com,request demo ,Yes,No,Tech lead,7559,No,Yes,Yes,Germany,Blog - Redshift - X to Y,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2352@customer-leads.com,created account ,Yes,No,Swe,3224,Yes,No,No,Japan,Direct - Home,This Quarter,"aurora,s3",redshift
2353@customer-leads.com,request quote,No,Yes,Cto,4366,Yes,Yes,Yes,Us,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql"
2354@customer-leads.com,request quote,No,No,Business analyst ,4916,Yes,No,No,Denmark,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql"
2355@customer-leads.com,request quote,No,No,Business analyst ,7745,No,Yes,Yes,Denmark,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql"
2356@customer-leads.com,contact us,No,Yes,Product manager,4587,No,No,No,Denmark,Blog - Redshift - X to Y,In A Month,google_analytics ,"postgres,s3,ms_sql"
2357@customer-leads.com,contact us,Yes,Yes,Business analyst ,866,No,Yes,No,China,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql"
2358@customer-leads.com,request demo ,No,No,Product manager,6660,No,No,No,Denmark,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql"
2359@customer-leads.com,request quote,No,No,Product manager,6808,No,No,No,India,Direct - Home,Early Exploration,"aurora,s3","postgres,s3,ms_sql"
2360@customer-leads.com,contact us,Yes,No,Ceo,8342,Yes,Yes,Yes,Denmark,Blog - Generic,This Quarter,"python,chartio,superset",ms_sql
2361@customer-leads.com,request quote,No,Yes,Ceo,3095,Yes,No,Yes,China,Blog - Redshift - X to Y,Immediately,"aurora,s3",redshift
2362@customer-leads.com,contact us,No,No,Ceo,1725,No,No,No,Japan,Ads - ETL Tools,Immediately,"aurora,s3","postgres,s3,ms_sql"
2363@customer-leads.com,created account ,Yes,Yes,Product manager,5998,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql"
2364@customer-leads.com,contact us,No,No,Swe,9413,No,No,No,Japan,Blog - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql"
2365@customer-leads.com,request quote,Yes,No,Business analyst ,2671,No,No,No,Denmark,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2366@customer-leads.com,request demo ,Yes,Yes,Ceo,3453,No,No,No,Denmark,Blog - Generic,In A Month,"aurora,s3","postgres,s3,ms_sql"
2367@customer-leads.com,request quote,No,No,Ceo,6459,No,Yes,Yes,Us,Blog - Generic,In A Month,"aurora,s3",redshift
2368@customer-leads.com,request quote,Yes,Yes,Ceo,7010,No,No,Yes,Us,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql"
2369@customer-leads.com,created account ,No,No,Swe,3611,Yes,Yes,No,Japan,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3"
2370@customer-leads.com,contact us,No,No,Ceo,2872,No,No,No,Denmark,Ads - ETL Tools,This Quarter,google_analytics ,ms_sql
2371@customer-leads.com,request demo ,Yes,Yes,Business analyst ,5257,No,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql"
2372@customer-leads.com,request quote,No,Yes,Business analyst ,9008,Yes,No,No,India,Blog - Redshift - X to Y,Early Exploration,google_analytics ,redshift
2373@customer-leads.com,request demo ,No,Yes,Cto,6210,No,No,No,Denmark,Direct - Home,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql"
2374@customer-leads.com,contact us,No,No,Cto,5762,No,Yes,Yes,Us,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau","bigquery,s3"
2375@customer-leads.com,request demo ,Yes,Yes,Business analyst ,8868,No,Yes,No,Us,Blog - Generic,Immediately,google_analytics ,"snowflake,rds,ms_sql"
2376@customer-leads.com,created account ,No,Yes,Tech lead,8408,No,No,Yes,Germany,Ads - ETL Tools,This Quarter,google_analytics ,"postgres,s3,ms_sql"
2377@customer-leads.com,request demo ,Yes,No,Business analyst ,9501,No,Yes,No,Denmark,Blog - Redshift - X to Y,Immediately,"aurora,s3","bigquery,s3"
2378@customer-leads.com,request demo ,Yes,Yes,Cto,2777,No,Yes,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","postgres,s3,ms_sql"
2379@customer-leads.com,request quote,No,No,Tech lead,6850,No,Yes,No,China,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql"
2380@customer-leads.com,created account ,No,No,Business analyst ,3166,Yes,Yes,Yes,Japan,Blog - Generic,Early Exploration,"redshift,s3,tableau",redshift
2381@customer-leads.com,request demo ,Yes,No,Product manager,6131,Yes,No,No,Japan,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",redshift
2382@customer-leads.com,created account ,No,No,Product manager,1962,No,No,Yes,India,Ads - ETL Tools,Early Exploration,google_analytics ,redshift
2383@customer-leads.com,created account ,Yes,No,Business analyst ,466,No,Yes,Yes,Japan,Blog - Redshift - Generic,In A Month,"mysql,ms_sql",redshift
2384@customer-leads.com,contact us,No,Yes,Ceo,5461,Yes,No,Yes,China,Ads - ETL Tools,In A Month,"aurora,s3","bigquery,s3"
2385@customer-leads.com,request demo ,No,No,Ceo,5016,No,No,Yes,Germany,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2386@customer-leads.com,created account ,Yes,Yes,Ceo,4087,Yes,No,No,Japan,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql"
2387@customer-leads.com,request demo ,No,Yes,Business analyst ,6706,No,No,No,Us,Ads - ETL Tools,Immediately,google_analytics ,ms_sql
2388@customer-leads.com,contact us,Yes,Yes,Ceo,3811,Yes,No,No,Us,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2389@customer-leads.com,created account ,No,Yes,Ceo,3608,No,No,No,Japan,Direct - Home,In A Month,"redshift,s3,tableau",ms_sql
2390@customer-leads.com,contact us,No,Yes,Cto,4895,No,No,No,Denmark,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset",redshift
2391@customer-leads.com,request demo ,No,Yes,Tech lead,5586,Yes,No,Yes,Denmark,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2392@customer-leads.com,request quote,Yes,Yes,Product manager,8731,Yes,Yes,No,Us,Blog - Redshift - Generic,Immediately,google_analytics ,ms_sql
2393@customer-leads.com,created account ,Yes,No,Product manager,8283,No,No,Yes,Germany,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",ms_sql
2394@customer-leads.com,request demo ,No,No,Cto,8430,Yes,No,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau",redshift
2395@customer-leads.com,request quote,No,No,Cto,7378,Yes,No,No,China,Blog - Redshift - X to Y,Immediately,"aurora,s3","snowflake,rds,ms_sql"
2396@customer-leads.com,request demo ,Yes,No,Business analyst ,210,No,Yes,Yes,China,Blog - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql"
2397@customer-leads.com,request quote,Yes,No,Swe,6141,Yes,Yes,Yes,India,Direct - Home,In A Month,"aurora,s3",redshift
2398@customer-leads.com,request demo ,No,Yes,Tech lead,9482,Yes,No,No,Japan,Direct - Home,Early Exploration,google_analytics ,redshift
2399@customer-leads.com,request demo ,No,Yes,Ceo,113,Yes,No,Yes,Germany,Blog - Generic,Immediately,"python,chartio,superset","postgres,s3,ms_sql"
2400@customer-leads.com,contact us,No,Yes,Business analyst ,5013,Yes,No,No,Japan,Blog - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql"
2401@customer-leads.com,request quote,No,No,Swe,3954,Yes,No,No,Us,Direct - Home,In A Month,"python,chartio,superset",ms_sql
2402@customer-leads.com,request quote,Yes,No,Tech lead,3820,No,No,Yes,Germany,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3"
2403@customer-leads.com,contact us,Yes,No,Tech lead,8946,No,No,No,China,Ads - ETL Tools,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql"
2404@customer-leads.com,created account ,Yes,Yes,Tech lead,1703,No,Yes,No,Us,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",ms_sql
2405@customer-leads.com,created account ,Yes,No,Cto,6677,No,No,No,India,Direct - Home,In A Month,"python,chartio,superset",redshift
2406@customer-leads.com,request demo ,Yes,No,Tech lead,9666,Yes,Yes,Yes,Germany,Ads - ETL Tools,In A Month,"python,chartio,superset","snowflake,rds,ms_sql"
2407@customer-leads.com,request quote,No,No,Tech lead,9041,Yes,No,Yes,Germany,Blog - Redshift - Generic,This Quarter,"aurora,s3","snowflake,rds,ms_sql"
2408@customer-leads.com,created account ,No,Yes,Ceo,3246,No,Yes,Yes,Us,Direct - Home,In A Month,"python,chartio,superset","bigquery,s3"
2409@customer-leads.com,request demo ,Yes,Yes,Business analyst ,3900,Yes,No,No,Denmark,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",redshift
2410@customer-leads.com,contact us,Yes,No,Cto,7516,Yes,No,No,China,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",ms_sql
2411@customer-leads.com,request demo ,No,Yes,Product manager,8192,No,No,Yes,Denmark,Ads - ETL Tools,This Quarter,"mysql,ms_sql","bigquery,s3"
2412@customer-leads.com,request demo ,No,No,Swe,2551,No,No,Yes,Germany,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3"
2413@customer-leads.com,request quote,No,No,Business analyst ,5545,No,Yes,No,India,Ads - ETL Tools,In A Month,"mysql,ms_sql","bigquery,s3"
2414@customer-leads.com,contact us,Yes,Yes,Tech lead,1784,Yes,Yes,No,Germany,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3"
2415@customer-leads.com,contact us,No,Yes,Business analyst ,5386,Yes,Yes,No,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql",ms_sql
2416@customer-leads.com,created account ,No,No,Product manager,8109,No,Yes,No,Denmark,Ads - ETL Tools,Immediately,"python,chartio,superset","postgres,s3,ms_sql"
2417@customer-leads.com,request quote,No,Yes,Swe,5026,Yes,No,Yes,Us,Ads - ETL Tools,Immediately,"redshift,s3,tableau","bigquery,s3"
2418@customer-leads.com,request quote,No,No,Ceo,6202,Yes,Yes,Yes,India,Blog - Generic,This Quarter,"python,chartio,superset","bigquery,s3"
2419@customer-leads.com,request demo ,Yes,No,Cto,7209,Yes,Yes,Yes,Germany,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2420@customer-leads.com,request quote,Yes,Yes,Cto,6216,Yes,No,Yes,India,Ads - ETL Tools,Immediately,"mysql,ms_sql",redshift
2421@customer-leads.com,created account ,No,Yes,Business analyst ,5532,No,No,Yes,Germany,Blog - Generic,Immediately,google_analytics ,"postgres,s3,ms_sql"
2422@customer-leads.com,created account ,No,Yes,Swe,279,No,No,Yes,Us,Blog - Generic,Immediately,"redshift,s3,tableau",redshift
2423@customer-leads.com,request demo ,Yes,No,Swe,2554,No,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau","bigquery,s3"
2424@customer-leads.com,request demo ,No,Yes,Cto,7254,No,Yes,Yes,Germany,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2425@customer-leads.com,request quote,No,No,Swe,6287,No,Yes,Yes,China,Direct - Home,Immediately,"python,chartio,superset",ms_sql
2426@customer-leads.com,contact us,Yes,Yes,Business analyst ,5622,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"aurora,s3","postgres,s3,ms_sql"
2427@customer-leads.com,request demo ,Yes,No,Swe,8198,Yes,No,No,China,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",redshift
2428@customer-leads.com,request demo ,Yes,No,Product manager,8222,Yes,Yes,Yes,Denmark,Ads - ETL Tools,This Quarter,"python,chartio,superset","bigquery,s3"
2429@customer-leads.com,created account ,No,Yes,Swe,1203,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,"aurora,s3",ms_sql
2430@customer-leads.com,created account ,Yes,Yes,Business analyst ,7382,Yes,Yes,Yes,China,Blog - Generic,This Quarter,"aurora,s3","bigquery,s3"
2431@customer-leads.com,request quote,No,Yes,Tech lead,6303,No,Yes,No,China,Direct - Home,Immediately,"redshift,s3,tableau",ms_sql
2432@customer-leads.com,request quote,Yes,Yes,Tech lead,2440,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",redshift
2433@customer-leads.com,created account ,Yes,No,Cto,61,No,Yes,Yes,India,Blog - Redshift - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql"
2434@customer-leads.com,contact us,Yes,No,Cto,2433,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",ms_sql
2435@customer-leads.com,request demo ,No,No,Cto,8788,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,In A Month,"mysql,ms_sql","bigquery,s3"
2436@customer-leads.com,request demo ,Yes,Yes,Swe,4522,Yes,No,No,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","postgres,s3,ms_sql"
2437@customer-leads.com,created account ,Yes,Yes,Business analyst ,8949,Yes,Yes,No,Japan,Ads - ETL Tools,Immediately,google_analytics ,"bigquery,s3"
2438@customer-leads.com,created account ,No,No,Business analyst ,7212,Yes,No,No,Us,Ads - ETL Tools,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2439@customer-leads.com,request quote,Yes,Yes,Swe,7549,Yes,Yes,Yes,Germany,Direct - Home,This Quarter,google_analytics ,ms_sql
2440@customer-leads.com,created account ,No,No,Ceo,7808,Yes,Yes,No,China,Ads - ETL Tools,In A Month,google_analytics ,"bigquery,s3"
2441@customer-leads.com,created account ,Yes,No,Tech lead,364,No,Yes,Yes,Us,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau",redshift
2442@customer-leads.com,request demo ,No,No,Ceo,8585,Yes,Yes,Yes,China,Direct - Home,Immediately,"aurora,s3","snowflake,rds,ms_sql"
2443@customer-leads.com,request quote,Yes,Yes,Business analyst ,7824,Yes,Yes,No,Germany,Blog - Generic,Early Exploration,"python,chartio,superset",redshift
2444@customer-leads.com,request demo ,No,Yes,Swe,7937,Yes,No,Yes,Germany,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3"
2445@customer-leads.com,contact us,No,No,Ceo,4723,Yes,Yes,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3"
2446@customer-leads.com,request quote,No,Yes,Business analyst ,4875,No,Yes,Yes,Denmark,Blog - Generic,This Quarter,"mysql,ms_sql",redshift
2447@customer-leads.com,request demo ,No,No,Business analyst ,3112,No,No,No,Denmark,Blog - Generic,This Quarter,google_analytics ,"bigquery,s3"
2448@customer-leads.com,created account ,No,Yes,Ceo,5383,No,No,Yes,India,Blog - Generic,Immediately,"aurora,s3",ms_sql
2449@customer-leads.com,contact us,No,Yes,Product manager,4870,Yes,Yes,No,China,Ads - ETL Tools,Early Exploration,"aurora,s3","bigquery,s3"
2450@customer-leads.com,created account ,No,Yes,Ceo,487,Yes,No,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","bigquery,s3"
2451@customer-leads.com,contact us,Yes,No,Ceo,4252,No,No,No,Japan,Direct - Home,In A Month,"mysql,ms_sql","postgres,s3,ms_sql"
2452@customer-leads.com,request demo ,No,No,Cto,8663,No,No,Yes,Germany,Direct - Home,Immediately,google_analytics ,ms_sql
2453@customer-leads.com,request quote,No,Yes,Tech lead,9729,Yes,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,google_analytics ,redshift
2454@customer-leads.com,request quote,No,Yes,Cto,9226,No,Yes,No,China,Direct - Home,Early Exploration,"aurora,s3",ms_sql
2455@customer-leads.com,created account ,No,Yes,Tech lead,5673,Yes,Yes,No,India,Blog - Generic,In A Month,"mysql,ms_sql",redshift
2456@customer-leads.com,request demo ,No,No,Product manager,9837,No,Yes,Yes,India,Direct - Home,This Quarter,google_analytics ,"postgres,s3,ms_sql"
2457@customer-leads.com,contact us,Yes,No,Tech lead,651,No,No,Yes,Us,Blog - Redshift - Generic,This Quarter,google_analytics ,ms_sql
2458@customer-leads.com,request quote,No,No,Cto,8602,Yes,Yes,No,India,Blog - Redshift - X to Y,This Quarter,google_analytics ,redshift
2459@customer-leads.com,request demo ,No,Yes,Cto,1413,Yes,Yes,No,Germany,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql"
2460@customer-leads.com,created account ,Yes,No,Business analyst ,7345,Yes,Yes,Yes,Us,Ads - ETL Tools,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2461@customer-leads.com,contact us,No,No,Business analyst ,5194,Yes,Yes,Yes,Us,Blog - Generic,Immediately,google_analytics ,ms_sql
2462@customer-leads.com,contact us,Yes,Yes,Cto,1033,No,No,No,China,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","postgres,s3,ms_sql"
2463@customer-leads.com,contact us,No,Yes,Business analyst ,821,No,Yes,Yes,China,Ads - ETL Tools,In A Month,"python,chartio,superset","snowflake,rds,ms_sql"
2464@customer-leads.com,request demo ,No,Yes,Business analyst ,2531,No,Yes,No,Us,Direct - Home,This Quarter,"aurora,s3",ms_sql
2465@customer-leads.com,created account ,No,Yes,Tech lead,1810,Yes,No,No,Denmark,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau",ms_sql
2466@customer-leads.com,created account ,No,No,Tech lead,2804,No,Yes,No,Germany,Blog - Redshift - X to Y,Immediately,google_analytics ,redshift
2467@customer-leads.com,request demo ,Yes,No,Ceo,4280,Yes,No,Yes,Germany,Direct - Home,This Quarter,"mysql,ms_sql","bigquery,s3"
2468@customer-leads.com,contact us,Yes,Yes,Business analyst ,8950,Yes,Yes,No,Japan,Blog - Generic,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql"
2469@customer-leads.com,contact us,Yes,Yes,Cto,6311,No,Yes,No,Denmark,Blog - Redshift - Generic,This Quarter,google_analytics ,"snowflake,rds,ms_sql"
2470@customer-leads.com,contact us,No,Yes,Cto,5953,No,Yes,Yes,China,Blog - Redshift - Generic,This Quarter,google_analytics ,redshift
2471@customer-leads.com,created account ,Yes,No,Ceo,4457,Yes,No,No,Germany,Direct - Home,Immediately,"aurora,s3",ms_sql
2472@customer-leads.com,created account ,Yes,Yes,Ceo,6601,Yes,No,No,Denmark,Blog - Redshift - Generic,In A Month,"python,chartio,superset","bigquery,s3"
2473@customer-leads.com,request quote,No,No,Tech lead,5444,No,Yes,Yes,India,Blog - Redshift - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql"
2474@customer-leads.com,contact us,No,Yes,Swe,6575,Yes,No,No,China,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3"
2475@customer-leads.com,request demo ,Yes,Yes,Tech lead,6841,No,No,Yes,Japan,Blog - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql"
2476@customer-leads.com,request demo ,No,Yes,Business analyst ,1708,No,No,No,Japan,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","bigquery,s3"
2477@customer-leads.com,request quote,Yes,Yes,Cto,4433,No,No,No,Japan,Direct - Home,In A Month,google_analytics ,"bigquery,s3"
2478@customer-leads.com,contact us,No,Yes,Swe,5642,Yes,Yes,Yes,Us,Direct - Home,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql"
2479@customer-leads.com,created account ,No,No,Tech lead,6093,No,Yes,Yes,Germany,Direct - Home,In A Month,google_analytics ,"postgres,s3,ms_sql"
2480@customer-leads.com,created account ,Yes,No,Cto,328,No,No,No,Denmark,Ads - ETL Tools,Early Exploration,"aurora,s3",ms_sql
2481@customer-leads.com,request demo ,No,No,Cto,1430,Yes,Yes,Yes,India,Direct - Home,In A Month,"mysql,ms_sql",ms_sql
2482@customer-leads.com,contact us,Yes,Yes,Product manager,3519,Yes,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"aurora,s3",redshift
2483@customer-leads.com,created account ,No,Yes,Product manager,8940,Yes,No,Yes,Japan,Direct - Home,Immediately,"python,chartio,superset",ms_sql
2484@customer-leads.com,contact us,No,Yes,Tech lead,1209,Yes,Yes,No,Japan,Blog - Redshift - Generic,In A Month,"aurora,s3","postgres,s3,ms_sql"
2485@customer-leads.com,request demo ,No,No,Product manager,4255,Yes,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"aurora,s3","bigquery,s3"
2486@customer-leads.com,contact us,Yes,Yes,Ceo,7473,Yes,Yes,Yes,Denmark,Direct - Home,Early Exploration,"redshift,s3,tableau",ms_sql
2487@customer-leads.com,request demo ,Yes,No,Swe,4792,No,No,No,Denmark,Ads - ETL Tools,Early Exploration,"python,chartio,superset",redshift
2488@customer-leads.com,request quote,No,Yes,Business analyst ,9837,Yes,Yes,No,Japan,Blog - Redshift - Generic,Early Exploration,google_analytics ,ms_sql
2489@customer-leads.com,contact us,No,Yes,Tech lead,6028,Yes,Yes,Yes,India,Blog - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql"
2490@customer-leads.com,created account ,No,No,Tech lead,2273,No,Yes,No,Us,Direct - Home,This Quarter,"python,chartio,superset","bigquery,s3"
2491@customer-leads.com,created account ,Yes,Yes,Ceo,4642,No,Yes,No,Denmark,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql"
2492@customer-leads.com,request quote,Yes,Yes,Tech lead,8245,Yes,No,Yes,China,Blog - Redshift - Generic,In A Month,"python,chartio,superset",redshift
2493@customer-leads.com,contact us,Yes,Yes,Cto,1269,Yes,Yes,Yes,Germany,Blog - Redshift - Generic,This Quarter,"python,chartio,superset","bigquery,s3"
2494@customer-leads.com,contact us,Yes,Yes,Product manager,3348,No,No,Yes,Germany,Ads - ETL Tools,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql"
2495@customer-leads.com,contact us,Yes,No,Cto,8479,Yes,Yes,No,Germany,Blog - Redshift - X to Y,In A Month,"aurora,s3",redshift
2496@customer-leads.com,created account ,Yes,Yes,Ceo,7606,No,No,Yes,Denmark,Ads - ETL Tools,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql"
2497@customer-leads.com,request quote,Yes,Yes,Ceo,7973,No,No,No,Denmark,Blog - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql"
2498@customer-leads.com,created account ,Yes,Yes,Ceo,4431,Yes,No,No,Denmark,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql"
2499@customer-leads.com,contact us,Yes,Yes,Cto,1276,No,No,No,Germany,Direct - Home,Early Exploration,"aurora,s3",redshift
2500@customer-leads.com,created account ,No,Yes,Swe,3912,No,No,Yes,Denmark,Direct - Home,Immediately,"python,chartio,superset",ms_sql
