Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
1407@customer-leads.com,request demo ,No,No,Ceo,8314,No,Yes,No,Japan,Ads - ETL Tools,Early Exploration,"python,chartio,superset",redshift,Not Interested
1408@customer-leads.com,created account ,No,Yes,Business analyst ,4526,No,Yes,Yes,Germany,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1409@customer-leads.com,request quote,No,Yes,Tech lead,1344,Yes,Yes,Yes,India,Direct - Home,This Quarter,"aurora,s3","bigquery,s3",May Consider
1410@customer-leads.com,request quote,No,No,Swe,3499,Yes,Yes,No,China,Blog - Redshift - Generic,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1411@customer-leads.com,request quote,No,Yes,Business analyst ,8604,No,Yes,No,Japan,Blog - Redshift - Generic,Early Exploration,"aurora,s3",ms_sql,May Consider
1412@customer-leads.com,request quote,No,No,Product manager,8742,No,No,Yes,Us,Ads - ETL Tools,Early Exploration,"aurora,s3",ms_sql,Not Interested
1413@customer-leads.com,request demo ,Yes,No,Business analyst ,7423,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,Not Interested
1414@customer-leads.com,contact us,No,No,Ceo,9796,Yes,No,No,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1415@customer-leads.com,contact us,No,Yes,Ceo,7223,Yes,No,No,Germany,Blog - Redshift - X to Y,Immediately,google_analytics ,"bigquery,s3",May Consider
1416@customer-leads.com,created account ,No,No,Tech lead,4455,No,Yes,Yes,India,Direct - Home,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1417@customer-leads.com,request demo ,No,No,Business analyst ,2800,No,No,No,India,Direct - Home,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1418@customer-leads.com,request quote,Yes,Yes,Business analyst ,5533,No,Yes,Yes,India,Blog - Redshift - X to Y,This Quarter,"aurora,s3","postgres,s3,ms_sql",Interested
1419@customer-leads.com,request demo ,Yes,No,Product manager,2269,Yes,Yes,Yes,Germany,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
1420@customer-leads.com,request quote,Yes,No,Swe,5499,Yes,Yes,Yes,India,Blog - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
1421@customer-leads.com,request quote,No,Yes,Tech lead,2710,Yes,Yes,No,China,Direct - Home,In A Month,"redshift,s3,tableau",ms_sql,May Consider
1422@customer-leads.com,request quote,Yes,No,Swe,1252,No,Yes,No,India,Direct - Home,In A Month,"aurora,s3",redshift,Not Interested
1423@customer-leads.com,request quote,No,Yes,Swe,2929,No,No,Yes,Us,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau",redshift,May Consider
1424@customer-leads.com,contact us,No,Yes,Tech lead,2600,No,Yes,No,Germany,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql",ms_sql,May Consider
1425@customer-leads.com,request demo ,Yes,Yes,Swe,8680,Yes,Yes,Yes,Germany,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau",ms_sql,Interested
1426@customer-leads.com,created account ,Yes,Yes,Business analyst ,2852,No,No,No,Japan,Ads - ETL Tools,Immediately,"mysql,ms_sql",ms_sql,Interested
1427@customer-leads.com,request demo ,Yes,No,Ceo,3357,No,No,Yes,China,Blog - Redshift - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
1428@customer-leads.com,contact us,Yes,No,Product manager,2144,No,Yes,No,China,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Not Interested
1429@customer-leads.com,contact us,Yes,No,Swe,1974,Yes,Yes,No,Japan,Direct - Home,This Quarter,"aurora,s3",redshift,Not Interested
1430@customer-leads.com,contact us,No,Yes,Cto,3125,Yes,No,No,Denmark,Blog - Generic,Immediately,"python,chartio,superset",redshift,May Consider
1431@customer-leads.com,created account ,No,No,Cto,484,Yes,No,No,Us,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
1432@customer-leads.com,request quote,No,No,Cto,2920,No,Yes,No,Denmark,Blog - Generic,Immediately,google_analytics ,"bigquery,s3",Not Interested
1433@customer-leads.com,created account ,No,No,Swe,2056,No,No,Yes,Denmark,Blog - Redshift - X to Y,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Not Interested
1434@customer-leads.com,created account ,Yes,No,Tech lead,2454,No,No,No,China,Ads - ETL Tools,This Quarter,"mysql,ms_sql",ms_sql,Not Interested
1435@customer-leads.com,contact us,Yes,Yes,Ceo,2145,Yes,No,No,India,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",ms_sql,Interested
1436@customer-leads.com,request quote,Yes,Yes,Business analyst ,4594,Yes,Yes,Yes,Us,Direct - Home,This Quarter,"python,chartio,superset",ms_sql,Interested
1437@customer-leads.com,contact us,No,Yes,Cto,7536,Yes,Yes,Yes,Denmark,Blog - Generic,This Quarter,"redshift,s3,tableau","bigquery,s3",May Consider
1438@customer-leads.com,contact us,No,No,Cto,5809,No,Yes,Yes,Germany,Blog - Redshift - Generic,In A Month,"mysql,ms_sql",ms_sql,Not Interested
1439@customer-leads.com,created account ,No,Yes,Product manager,3884,No,No,Yes,Us,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1440@customer-leads.com,contact us,Yes,Yes,Swe,228,No,No,Yes,China,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
1441@customer-leads.com,request quote,Yes,No,Swe,6182,No,No,Yes,Germany,Direct - Home,This Quarter,"redshift,s3,tableau",redshift,Not Interested
1442@customer-leads.com,created account ,Yes,Yes,Tech lead,8272,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
1443@customer-leads.com,request quote,No,Yes,Swe,2487,No,No,No,Us,Direct - Home,Immediately,google_analytics ,redshift,May Consider
1444@customer-leads.com,contact us,Yes,Yes,Product manager,3667,Yes,Yes,No,China,Direct - Home,This Quarter,"aurora,s3",redshift,Interested
1445@customer-leads.com,contact us,Yes,Yes,Cto,6333,No,No,Yes,Japan,Blog - Redshift - X to Y,Immediately,google_analytics ,ms_sql,Interested
1446@customer-leads.com,created account ,Yes,Yes,Business analyst ,8418,No,No,No,China,Blog - Redshift - Generic,In A Month,"aurora,s3",redshift,Interested
1447@customer-leads.com,contact us,No,Yes,Business analyst ,6466,Yes,Yes,Yes,India,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",redshift,May Consider
1448@customer-leads.com,request quote,No,Yes,Business analyst ,5428,Yes,Yes,No,Denmark,Ads - ETL Tools,This Quarter,google_analytics ,"bigquery,s3",May Consider
1449@customer-leads.com,created account ,Yes,No,Business analyst ,1495,Yes,No,Yes,Us,Blog - Redshift - Generic,This Quarter,"aurora,s3",ms_sql,Not Interested
1450@customer-leads.com,created account ,No,Yes,Product manager,8775,Yes,Yes,No,China,Blog - Generic,Early Exploration,"aurora,s3",redshift,May Consider
1451@customer-leads.com,contact us,Yes,No,Cto,8676,Yes,No,Yes,Germany,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset",ms_sql,Not Interested
1452@customer-leads.com,request quote,Yes,No,Ceo,5307,Yes,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"redshift,s3,tableau",redshift,Not Interested
1453@customer-leads.com,contact us,Yes,Yes,Ceo,5150,No,Yes,No,India,Direct - Home,This Quarter,"aurora,s3","postgres,s3,ms_sql",Interested
1454@customer-leads.com,created account ,No,Yes,Swe,5045,No,No,No,Japan,Ads - ETL Tools,This Quarter,"mysql,ms_sql",redshift,May Consider
1455@customer-leads.com,created account ,No,No,Tech lead,6539,Yes,Yes,No,India,Blog - Generic,In A Month,google_analytics ,redshift,Not Interested
1456@customer-leads.com,request demo ,No,No,Tech lead,4210,Yes,No,No,Germany,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
1457@customer-leads.com,request quote,Yes,No,Ceo,5629,No,Yes,No,Japan,Blog - Generic,Immediately,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1458@customer-leads.com,request quote,No,No,Tech lead,1620,Yes,No,Yes,China,Blog - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
1459@customer-leads.com,contact us,No,No,Swe,7993,Yes,Yes,No,India,Blog - Generic,In A Month,google_analytics ,"postgres,s3,ms_sql",Not Interested
1460@customer-leads.com,request quote,Yes,Yes,Business analyst ,281,Yes,No,No,Germany,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",Interested
1461@customer-leads.com,contact us,No,Yes,Product manager,1450,Yes,Yes,No,Us,Direct - Home,In A Month,"mysql,ms_sql",ms_sql,May Consider
1462@customer-leads.com,request quote,Yes,Yes,Product manager,9255,No,Yes,No,Denmark,Direct - Home,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Interested
1463@customer-leads.com,request quote,No,Yes,Cto,326,Yes,Yes,No,Japan,Direct - Home,Early Exploration,"aurora,s3",redshift,May Consider
1464@customer-leads.com,contact us,Yes,Yes,Tech lead,2217,No,Yes,No,China,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,Interested
1465@customer-leads.com,request quote,No,No,Ceo,5249,Yes,Yes,Yes,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",redshift,Not Interested
1466@customer-leads.com,created account ,No,No,Ceo,1055,No,Yes,Yes,India,Direct - Home,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1467@customer-leads.com,created account ,Yes,Yes,Product manager,1776,No,No,Yes,China,Blog - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
1468@customer-leads.com,contact us,Yes,Yes,Product manager,9114,No,Yes,No,China,Ads - ETL Tools,Immediately,google_analytics ,ms_sql,Interested
1469@customer-leads.com,created account ,No,No,Tech lead,4176,Yes,Yes,No,China,Direct - Home,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
1470@customer-leads.com,request quote,No,No,Product manager,1727,Yes,Yes,Yes,India,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
1471@customer-leads.com,request quote,No,No,Ceo,3674,No,No,No,India,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
1472@customer-leads.com,request demo ,Yes,Yes,Cto,4893,Yes,No,No,Japan,Blog - Redshift - X to Y,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Interested
1473@customer-leads.com,request quote,No,No,Swe,2613,No,No,No,Denmark,Direct - Home,This Quarter,"aurora,s3","bigquery,s3",Not Interested
1474@customer-leads.com,request demo ,Yes,Yes,Ceo,2042,Yes,Yes,No,Japan,Blog - Generic,Immediately,"aurora,s3",redshift,Interested
1475@customer-leads.com,contact us,Yes,Yes,Tech lead,2453,No,No,Yes,China,Blog - Generic,In A Month,"aurora,s3","snowflake,rds,ms_sql",Interested
1476@customer-leads.com,created account ,Yes,No,Swe,9119,Yes,Yes,Yes,Us,Direct - Home,Immediately,"aurora,s3",redshift,Not Interested
1477@customer-leads.com,contact us,No,Yes,Tech lead,691,Yes,Yes,Yes,Japan,Direct - Home,Early Exploration,google_analytics ,"bigquery,s3",May Consider
1478@customer-leads.com,contact us,No,Yes,Product manager,7596,Yes,No,No,Japan,Ads - ETL Tools,Immediately,"aurora,s3",redshift,May Consider
1479@customer-leads.com,contact us,Yes,No,Ceo,2658,Yes,Yes,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
1480@customer-leads.com,created account ,Yes,No,Cto,3488,No,No,Yes,Us,Direct - Home,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1481@customer-leads.com,request quote,No,Yes,Business analyst ,2224,Yes,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",ms_sql,May Consider
1482@customer-leads.com,request demo ,No,Yes,Cto,9736,Yes,No,No,Denmark,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",May Consider
1483@customer-leads.com,request quote,No,Yes,Ceo,5126,No,Yes,No,Denmark,Blog - Redshift - X to Y,Immediately,google_analytics ,redshift,May Consider
1484@customer-leads.com,contact us,Yes,Yes,Swe,8971,Yes,No,No,Germany,Blog - Generic,Early Exploration,"aurora,s3","bigquery,s3",Interested
1485@customer-leads.com,contact us,Yes,Yes,Swe,7475,No,No,No,Denmark,Blog - Generic,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Interested
1486@customer-leads.com,request demo ,Yes,Yes,Cto,3548,Yes,Yes,No,Germany,Blog - Generic,This Quarter,"aurora,s3",ms_sql,Interested
1487@customer-leads.com,created account ,No,Yes,Business analyst ,4744,Yes,Yes,Yes,India,Blog - Redshift - Generic,In A Month,"aurora,s3",redshift,May Consider
1488@customer-leads.com,request demo ,Yes,No,Ceo,9037,No,No,Yes,Us,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1489@customer-leads.com,created account ,No,Yes,Product manager,3863,Yes,Yes,No,China,Blog - Generic,Immediately,"aurora,s3","bigquery,s3",May Consider
1490@customer-leads.com,created account ,Yes,Yes,Swe,8575,Yes,Yes,No,Japan,Direct - Home,In A Month,"python,chartio,superset","bigquery,s3",Interested
1491@customer-leads.com,contact us,Yes,Yes,Product manager,7389,Yes,No,No,India,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql,Interested
1492@customer-leads.com,request demo ,Yes,No,Cto,5108,No,Yes,Yes,Us,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",redshift,Not Interested
1493@customer-leads.com,created account ,No,Yes,Business analyst ,6560,Yes,No,No,India,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,May Consider
1494@customer-leads.com,created account ,No,No,Swe,5995,Yes,No,Yes,Us,Blog - Generic,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
1495@customer-leads.com,created account ,Yes,No,Tech lead,2785,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",redshift,Not Interested
1496@customer-leads.com,request demo ,No,Yes,Ceo,6323,No,Yes,No,China,Blog - Redshift - Generic,Immediately,"aurora,s3","snowflake,rds,ms_sql",May Consider
1497@customer-leads.com,request quote,No,Yes,Ceo,7945,No,No,No,India,Blog - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",May Consider
1498@customer-leads.com,request quote,No,Yes,Product manager,65,No,Yes,Yes,Us,Blog - Generic,Immediately,"aurora,s3","snowflake,rds,ms_sql",May Consider
1499@customer-leads.com,contact us,Yes,No,Tech lead,2362,Yes,Yes,Yes,Denmark,Direct - Home,In A Month,google_analytics ,ms_sql,Not Interested
1500@customer-leads.com,request quote,No,No,Product manager,3128,Yes,No,No,India,Blog - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1501@customer-leads.com,created account ,Yes,Yes,Business analyst ,661,No,No,No,China,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
1502@customer-leads.com,created account ,No,No,Product manager,7989,No,No,No,Denmark,Blog - Generic,In A Month,"mysql,ms_sql","bigquery,s3",Not Interested
1503@customer-leads.com,request demo ,Yes,Yes,Tech lead,5757,No,Yes,Yes,Denmark,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Interested
1504@customer-leads.com,contact us,No,Yes,Product manager,7007,Yes,Yes,No,China,Direct - Home,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",May Consider
1505@customer-leads.com,created account ,No,No,Swe,8845,Yes,No,Yes,Denmark,Direct - Home,Early Exploration,google_analytics ,ms_sql,Not Interested
1506@customer-leads.com,contact us,No,Yes,Cto,2172,No,No,Yes,Japan,Blog - Redshift - Generic,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",May Consider
1507@customer-leads.com,request demo ,Yes,No,Tech lead,1744,Yes,Yes,Yes,Japan,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1508@customer-leads.com,request demo ,Yes,Yes,Cto,5212,No,Yes,No,Us,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",Interested
1509@customer-leads.com,created account ,Yes,No,Tech lead,6060,No,Yes,No,Japan,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
1510@customer-leads.com,contact us,No,No,Swe,6830,No,Yes,No,China,Blog - Redshift - Generic,Immediately,google_analytics ,redshift,Not Interested
1511@customer-leads.com,request demo ,No,Yes,Swe,2864,Yes,Yes,Yes,Germany,Direct - Home,This Quarter,"python,chartio,superset","bigquery,s3",May Consider
1512@customer-leads.com,request quote,Yes,Yes,Ceo,6692,No,No,No,Germany,Ads - ETL Tools,Early Exploration,"python,chartio,superset",ms_sql,Interested
1513@customer-leads.com,created account ,No,No,Tech lead,7567,Yes,No,Yes,China,Direct - Home,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1514@customer-leads.com,request demo ,Yes,Yes,Cto,5258,No,No,No,Japan,Blog - Generic,Immediately,"mysql,ms_sql","bigquery,s3",Interested
1515@customer-leads.com,request demo ,Yes,No,Ceo,5327,Yes,No,Yes,Denmark,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","bigquery,s3",Not Interested
1516@customer-leads.com,request demo ,Yes,No,Cto,6057,No,Yes,Yes,India,Direct - Home,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1517@customer-leads.com,created account ,No,No,Product manager,6571,Yes,No,No,Japan,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",ms_sql,Not Interested
1518@customer-leads.com,created account ,Yes,Yes,Ceo,6337,Yes,No,Yes,China,Blog - Generic,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
1519@customer-leads.com,request demo ,No,No,Ceo,7082,Yes,No,No,Japan,Blog - Redshift - Generic,Immediately,google_analytics ,"snowflake,rds,ms_sql",Not Interested
1520@customer-leads.com,contact us,Yes,No,Tech lead,8684,No,Yes,No,India,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
1521@customer-leads.com,request demo ,No,No,Ceo,9016,No,Yes,No,Denmark,Direct - Home,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Not Interested
1522@customer-leads.com,request quote,No,Yes,Business analyst ,6102,No,No,No,Denmark,Blog - Redshift - Generic,Immediately,"aurora,s3","postgres,s3,ms_sql",May Consider
1523@customer-leads.com,contact us,No,Yes,Business analyst ,851,Yes,Yes,Yes,Denmark,Direct - Home,In A Month,"mysql,ms_sql",ms_sql,May Consider
1524@customer-leads.com,contact us,No,Yes,Product manager,4591,Yes,Yes,No,Us,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",ms_sql,May Consider
1525@customer-leads.com,contact us,Yes,No,Ceo,362,No,Yes,Yes,Us,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,Not Interested
1526@customer-leads.com,created account ,No,No,Swe,2186,Yes,Yes,No,India,Direct - Home,Early Exploration,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
1527@customer-leads.com,request demo ,Yes,No,Business analyst ,7849,No,Yes,Yes,Denmark,Direct - Home,Immediately,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1528@customer-leads.com,created account ,Yes,No,Tech lead,3310,Yes,No,Yes,Denmark,Ads - ETL Tools,Immediately,"mysql,ms_sql","bigquery,s3",Not Interested
1529@customer-leads.com,contact us,Yes,Yes,Ceo,6811,Yes,Yes,Yes,Us,Direct - Home,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",Interested
1530@customer-leads.com,request demo ,Yes,No,Tech lead,3913,No,No,No,Us,Blog - Redshift - Generic,In A Month,google_analytics ,"postgres,s3,ms_sql",Not Interested
1531@customer-leads.com,contact us,No,No,Ceo,8561,Yes,Yes,Yes,Us,Direct - Home,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1532@customer-leads.com,contact us,No,Yes,Swe,9678,No,Yes,Yes,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql",redshift,May Consider
1533@customer-leads.com,request quote,Yes,Yes,Tech lead,9978,No,Yes,No,Japan,Ads - ETL Tools,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
1534@customer-leads.com,contact us,Yes,Yes,Product manager,9918,No,No,Yes,India,Direct - Home,This Quarter,"aurora,s3",ms_sql,Interested
1535@customer-leads.com,request demo ,No,No,Product manager,9190,No,Yes,No,Japan,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",ms_sql,Not Interested
1536@customer-leads.com,created account ,Yes,Yes,Swe,8322,No,No,No,Germany,Direct - Home,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
1537@customer-leads.com,request demo ,No,No,Business analyst ,4644,No,Yes,No,Us,Direct - Home,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1538@customer-leads.com,request demo ,No,No,Tech lead,1491,Yes,Yes,No,China,Blog - Generic,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
1539@customer-leads.com,request demo ,Yes,No,Business analyst ,6264,No,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"aurora,s3","bigquery,s3",Not Interested
1540@customer-leads.com,created account ,No,Yes,Cto,3938,No,Yes,No,Japan,Blog - Generic,This Quarter,"python,chartio,superset",redshift,May Consider
1541@customer-leads.com,request quote,No,No,Cto,5000,No,No,No,Denmark,Blog - Generic,Immediately,"mysql,ms_sql",ms_sql,Not Interested
1542@customer-leads.com,request quote,Yes,Yes,Tech lead,990,No,No,Yes,India,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau",redshift,Interested
1543@customer-leads.com,contact us,No,Yes,Ceo,6903,No,No,Yes,Germany,Direct - Home,In A Month,"python,chartio,superset",redshift,May Consider
1544@customer-leads.com,request quote,Yes,Yes,Tech lead,8939,No,No,Yes,Denmark,Blog - Generic,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
1545@customer-leads.com,contact us,Yes,No,Swe,6368,Yes,Yes,No,Denmark,Ads - ETL Tools,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1546@customer-leads.com,contact us,No,Yes,Product manager,612,Yes,No,Yes,Denmark,Direct - Home,In A Month,"aurora,s3","bigquery,s3",May Consider
1547@customer-leads.com,contact us,No,Yes,Business analyst ,2503,Yes,Yes,No,India,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",May Consider
1548@customer-leads.com,created account ,Yes,No,Ceo,4090,No,No,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
1549@customer-leads.com,request quote,No,No,Product manager,7886,Yes,Yes,Yes,Denmark,Ads - ETL Tools,Early Exploration,"python,chartio,superset",redshift,Not Interested
1550@customer-leads.com,request quote,No,Yes,Swe,1882,Yes,No,No,Japan,Ads - ETL Tools,In A Month,"python,chartio,superset","postgres,s3,ms_sql",May Consider
1551@customer-leads.com,contact us,No,Yes,Swe,3102,No,Yes,No,Denmark,Blog - Generic,In A Month,"redshift,s3,tableau",ms_sql,May Consider
1552@customer-leads.com,request demo ,No,No,Product manager,4585,No,No,No,Denmark,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
1553@customer-leads.com,request demo ,No,Yes,Cto,4598,No,No,Yes,Japan,Direct - Home,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
1554@customer-leads.com,contact us,No,Yes,Business analyst ,2654,No,Yes,Yes,Us,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",May Consider
1555@customer-leads.com,request demo ,No,No,Ceo,8066,Yes,Yes,No,India,Blog - Generic,Early Exploration,google_analytics ,redshift,Not Interested
1556@customer-leads.com,request demo ,Yes,Yes,Business analyst ,384,No,No,No,China,Ads - ETL Tools,In A Month,google_analytics ,ms_sql,Interested
1557@customer-leads.com,request quote,No,Yes,Product manager,7483,Yes,No,No,Germany,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","postgres,s3,ms_sql",May Consider
1558@customer-leads.com,request quote,No,No,Product manager,2758,No,No,No,Us,Ads - ETL Tools,In A Month,"redshift,s3,tableau",redshift,Not Interested
1559@customer-leads.com,request demo ,No,No,Ceo,3439,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",redshift,Not Interested
1560@customer-leads.com,contact us,Yes,No,Business analyst ,5315,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1561@customer-leads.com,contact us,Yes,No,Cto,6317,Yes,No,Yes,Germany,Direct - Home,In A Month,"aurora,s3",redshift,Not Interested
1562@customer-leads.com,request quote,No,No,Ceo,6653,Yes,No,Yes,Germany,Blog - Redshift - X to Y,In A Month,google_analytics ,ms_sql,Not Interested
1563@customer-leads.com,request demo ,Yes,No,Swe,9439,No,Yes,No,China,Blog - Generic,Early Exploration,google_analytics ,ms_sql,Not Interested
1564@customer-leads.com,request quote,No,No,Tech lead,2729,No,No,No,India,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
1565@customer-leads.com,contact us,Yes,No,Business analyst ,5024,No,No,No,India,Blog - Generic,In A Month,"redshift,s3,tableau",ms_sql,Not Interested
1566@customer-leads.com,request quote,No,No,Product manager,144,No,No,No,Japan,Blog - Redshift - Generic,This Quarter,"python,chartio,superset","bigquery,s3",Not Interested
1567@customer-leads.com,created account ,Yes,No,Cto,3249,Yes,No,No,China,Ads - ETL Tools,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1568@customer-leads.com,request demo ,No,No,Cto,917,Yes,Yes,Yes,China,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
1569@customer-leads.com,created account ,Yes,Yes,Cto,8996,Yes,No,No,Germany,Blog - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Interested
1570@customer-leads.com,contact us,Yes,No,Tech lead,7327,No,Yes,No,Japan,Direct - Home,Early Exploration,google_analytics ,ms_sql,Not Interested
1571@customer-leads.com,created account ,Yes,No,Tech lead,7098,Yes,No,No,Germany,Blog - Redshift - Generic,In A Month,google_analytics ,"bigquery,s3",Not Interested
1572@customer-leads.com,contact us,No,No,Cto,4199,No,No,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
1573@customer-leads.com,request demo ,Yes,Yes,Tech lead,881,No,Yes,Yes,Us,Direct - Home,This Quarter,google_analytics ,ms_sql,Interested
1574@customer-leads.com,created account ,No,Yes,Swe,147,Yes,Yes,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","bigquery,s3",May Consider
1575@customer-leads.com,request demo ,No,No,Tech lead,5260,No,Yes,No,Germany,Ads - ETL Tools,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
1576@customer-leads.com,contact us,Yes,No,Tech lead,1156,Yes,No,Yes,Japan,Blog - Redshift - X to Y,In A Month,google_analytics ,ms_sql,Not Interested
1577@customer-leads.com,request quote,Yes,Yes,Business analyst ,6198,Yes,No,Yes,Japan,Direct - Home,Immediately,"aurora,s3","bigquery,s3",Interested
